,yes-sentiment,yes-aspect,no-sentiment,no-aspect,category,hotel_id,cpt,Total,fileId,iId
228_18,2,2,0,0,reception,278,1,4,228,18
228_19,1,1,1,1,reception,278,1,4,228,19
228_20,1,2,1,0,reception,278,2,4,228,20
228_21,1,2,1,0,reception,278,2,4,228,21
228_22,2,2,0,0,reception,278,2,4,228,22
228_23,1,2,1,0,reception,278,2,4,228,23
228_25,1,2,1,0,reception,278,2,4,228,25
228_26,2,2,0,0,reception,278,2,4,228,26
228_27,1,2,1,0,reception,278,2,4,228,27
228_28,1,1,1,1,reception,278,2,4,228,28
228_29,1,2,1,0,reception,278,2,4,228,29
228_30,2,2,0,0,reception,278,3,4,228,30
228_31,2,2,0,0,reception,278,3,4,228,31
228_32,2,2,0,0,reception,278,3,4,228,32
228_33,2,1,0,1,reception,278,3,4,228,33
228_34,2,0,0,2,reception,278,3,4,228,34
228_35,2,2,0,0,reception,278,3,4,228,35
228_36,2,2,0,0,reception,278,4,4,228,36
228_37,2,1,0,1,reception,278,4,4,228,37
228_38,2,2,0,0,reception,278,4,4,228,38
228_39,2,1,0,1,reception,278,4,4,228,39
228_40,2,2,0,0,reception,278,4,4,228,40
228_41,2,2,0,0,reception,278,4,4,228,41
228_42,1,2,1,0,reception,278,4,4,228,42
228_43,2,2,0,0,reception,278,4,4,228,43
228_44,0,0,2,2,reception,278,4,4,228,44
228_45,1,2,1,0,reception,278,4,4,228,45
228_46,2,2,0,0,reception,278,5,4,228,46
228_47,2,2,0,0,reception,278,5,4,228,47
228_48,2,2,0,0,reception,278,5,4,228,48
228_49,2,2,0,0,reception,278,5,4,228,49
228_50,2,2,0,0,reception,278,5,4,228,50
228_51,2,2,0,0,reception,278,5,4,228,51
228_52,2,2,0,0,reception,278,5,4,228,52
228_53,2,2,0,0,reception,278,5,4,228,53
228_54,2,2,0,0,reception,278,5,4,228,54
228_55,2,2,0,0,reception,278,5,4,228,55
229_0,1,2,1,0,room,278,0,4,229,0
229_1,0,2,2,0,room,278,0,4,229,1
229_2,0,2,2,0,room,278,0,4,229,2
229_3,0,2,2,0,room,278,0,4,229,3
229_4,2,2,0,0,room,278,0,4,229,4
229_5,1,2,1,0,room,278,0,4,229,5
229_6,0,2,2,0,room,278,0,4,229,6
229_7,2,2,0,0,room,278,0,4,229,7
229_8,2,2,0,0,room,278,0,4,229,8
229_9,1,2,1,0,room,278,0,4,229,9
229_10,1,2,1,0,room,278,1,4,229,10
229_11,2,2,0,0,room,278,1,4,229,11
229_13,0,2,2,0,room,278,1,4,229,13
229_14,2,2,0,0,room,278,1,4,229,14
229_15,2,2,0,0,room,278,1,4,229,15
229_16,1,2,1,0,room,278,1,4,229,16
229_17,2,2,0,0,room,278,1,4,229,17
229_18,1,2,1,0,room,278,1,4,229,18
229_19,2,2,0,0,room,278,1,4,229,19
229_20,1,1,1,1,room,278,2,4,229,20
229_21,1,2,1,0,room,278,2,4,229,21
229_22,1,1,1,1,room,278,2,4,229,22
229_23,2,2,0,0,room,278,2,4,229,23
229_24,2,2,0,0,room,278,2,4,229,24
229_25,1,2,1,0,room,278,2,4,229,25
229_26,1,2,1,0,room,278,2,4,229,26
229_27,2,2,0,0,room,278,3,4,229,27
229_28,2,2,0,0,room,278,3,4,229,28
229_29,1,2,1,0,room,278,3,4,229,29
229_30,1,2,1,0,room,278,3,4,229,30
229_31,1,1,1,1,room,278,3,4,229,31
229_32,2,2,0,0,room,278,3,4,229,32
229_33,1,1,1,1,room,278,3,4,229,33
229_34,1,2,1,0,room,278,3,4,229,34
229_35,1,1,1,1,room,278,3,4,229,35
229_36,1,1,1,1,room,278,3,4,229,36
230_0,2,2,0,0,reception,473,0,4,230,0
230_1,2,2,0,0,reception,473,0,4,230,1
230_2,2,2,0,0,reception,473,0,4,230,2
230_3,1,2,1,0,reception,473,0,4,230,3
230_4,1,1,1,1,reception,473,0,4,230,4
230_5,1,2,1,0,reception,473,0,4,230,5
230_6,1,2,1,0,reception,473,0,4,230,6
230_7,1,2,1,0,reception,473,0,4,230,7
230_8,1,1,1,1,reception,473,0,4,230,8
230_9,1,2,1,0,reception,473,0,4,230,9
230_10,2,1,0,1,reception,473,1,4,230,10
230_11,2,2,0,0,reception,473,1,4,230,11
230_12,2,2,0,0,reception,473,1,4,230,12
230_13,2,2,0,0,reception,473,1,4,230,13
230_14,2,2,0,0,reception,473,1,4,230,14
230_15,2,2,0,0,reception,473,1,4,230,15
230_16,2,2,0,0,reception,473,1,4,230,16
230_17,2,2,0,0,reception,473,1,4,230,17
230_18,2,2,0,0,reception,473,1,4,230,18
230_19,2,2,0,0,reception,473,1,4,230,19
231_0,1,2,1,0,room,473,0,4,231,0
231_1,2,2,0,0,room,473,0,4,231,1
231_2,1,2,1,0,room,473,0,4,231,2
231_3,1,2,1,0,room,473,0,4,231,3
231_4,1,1,1,1,room,473,0,4,231,4
231_5,1,2,1,0,room,473,0,4,231,5
231_6,1,2,1,0,room,473,0,4,231,6
231_7,1,2,1,0,room,473,0,4,231,7
231_8,2,1,0,1,room,473,0,4,231,8
231_9,1,2,1,0,room,473,0,4,231,9
231_10,2,2,0,0,room,473,1,4,231,10
231_11,2,2,0,0,room,473,1,4,231,11
231_12,2,2,0,0,room,473,1,4,231,12
231_13,2,2,0,0,room,473,1,4,231,13
231_14,2,2,0,0,room,473,1,4,231,14
231_15,2,2,0,0,room,473,1,4,231,15
231_16,2,2,0,0,room,473,1,4,231,16
231_17,2,2,0,0,room,473,1,4,231,17
231_18,2,2,0,0,room,473,1,4,231,18
231_19,2,2,0,0,room,473,1,4,231,19
232_0,2,2,0,0,facility,74,0,4,232,0
232_1,2,2,0,0,facility,74,0,4,232,1
232_2,2,2,0,0,facility,74,0,4,232,2
232_3,2,1,0,1,facility,74,0,4,232,3
232_4,2,2,0,0,facility,74,0,4,232,4
232_5,2,1,0,1,facility,74,0,4,232,5
232_6,2,1,0,1,facility,74,0,4,232,6
232_7,0,1,2,1,facility,74,0,4,232,7
232_8,2,2,0,0,facility,74,0,4,232,8
232_9,2,2,0,0,facility,74,0,4,232,9
232_10,1,0,1,2,facility,74,1,4,232,10
232_11,1,1,1,1,facility,74,1,4,232,11
232_12,1,0,1,2,facility,74,1,4,232,12
232_13,1,1,1,1,facility,74,1,4,232,13
232_14,1,1,1,1,facility,74,1,4,232,14
232_15,1,2,1,0,facility,74,1,4,232,15
232_16,1,2,1,0,facility,74,1,4,232,16
232_17,1,2,1,0,facility,74,1,4,232,17
232_18,1,1,1,1,facility,74,1,4,232,18
232_19,1,1,1,1,facility,74,1,4,232,19
233_0,2,0,0,2,room,74,0,4,233,0
233_1,1,2,1,0,room,74,0,4,233,1
233_2,2,2,0,0,room,74,0,4,233,2
233_3,1,2,1,0,room,74,0,4,233,3
233_4,2,2,0,0,room,74,0,4,233,4
233_5,2,2,0,0,room,74,0,4,233,5
233_6,2,2,0,0,room,74,0,4,233,6
233_7,2,1,0,1,room,74,0,4,233,7
233_8,2,2,0,0,room,74,0,4,233,8
233_9,2,2,0,0,room,74,0,4,233,9
233_10,0,2,2,0,room,74,1,4,233,10
233_11,2,2,0,0,room,74,1,4,233,11
233_12,2,2,0,0,room,74,1,4,233,12
233_13,2,2,0,0,room,74,1,4,233,13
233_14,2,2,0,0,room,74,1,4,233,14
233_15,1,2,1,0,room,74,1,4,233,15
233_16,2,1,0,1,room,74,1,4,233,16
233_17,1,1,1,1,room,74,1,4,233,17
233_18,0,2,2,0,room,74,1,4,233,18
233_19,1,2,1,0,room,74,1,4,233,19
234_0,2,1,0,1,facility,436,0,4,234,0
234_1,2,2,0,0,facility,436,0,4,234,1
234_2,2,2,0,0,facility,436,0,4,234,2
234_3,1,1,1,1,facility,436,0,4,234,3
234_4,1,1,1,1,facility,436,0,4,234,4
234_5,0,1,2,1,facility,436,0,4,234,5
234_6,2,2,0,0,facility,436,0,4,234,6
234_7,1,0,1,2,facility,436,0,4,234,7
234_8,0,1,2,1,facility,436,0,4,234,8
234_9,0,2,2,0,facility,436,0,4,234,9
234_10,2,2,0,0,facility,436,1,4,234,10
234_11,1,1,1,1,facility,436,1,4,234,11
234_12,2,2,0,0,facility,436,1,4,234,12
234_13,2,1,0,1,facility,436,1,4,234,13
234_14,2,2,0,0,facility,436,1,4,234,14
234_15,2,2,0,0,facility,436,1,4,234,15
234_16,2,2,0,0,facility,436,1,4,234,16
234_17,2,2,0,0,facility,436,1,4,234,17
234_18,2,2,0,0,facility,436,1,4,234,18
234_19,2,1,0,1,facility,436,1,4,234,19
235_0,2,2,0,0,room,436,0,4,235,0
235_1,2,0,0,2,room,436,0,4,235,1
235_2,2,2,0,0,room,436,0,4,235,2
235_3,2,2,0,0,room,436,0,4,235,3
235_4,2,2,0,0,room,436,0,4,235,4
235_5,2,2,0,0,room,436,0,4,235,5
235_6,1,2,1,0,room,436,0,4,235,6
235_7,2,2,0,0,room,436,0,4,235,7
235_8,2,2,0,0,room,436,0,4,235,8
235_9,2,2,0,0,room,436,0,4,235,9
235_10,2,1,0,1,room,436,1,4,235,10
235_11,2,2,0,0,room,436,1,4,235,11
235_12,2,2,0,0,room,436,1,4,235,12
235_13,0,1,2,1,room,436,1,4,235,13
235_14,0,0,2,2,room,436,1,4,235,14
235_15,2,2,0,0,room,436,1,4,235,15
235_16,2,2,0,0,room,436,1,4,235,16
235_17,2,2,0,0,room,436,1,4,235,17
235_18,2,2,0,0,room,436,1,4,235,18
235_19,2,1,0,1,room,436,1,4,235,19
235_20,2,0,0,2,room,436,2,4,235,20
235_21,2,2,0,0,room,436,2,4,235,21
235_22,0,1,2,1,room,436,2,4,235,22
235_23,2,0,0,2,room,436,2,4,235,23
235_24,0,2,2,0,room,436,3,4,235,24
235_25,0,2,2,0,room,436,3,4,235,25
235_26,1,1,1,1,room,436,3,4,235,26
235_27,1,2,1,0,room,436,3,4,235,27
235_28,0,1,2,1,room,436,3,4,235,28
235_29,2,0,0,2,room,436,3,4,235,29
235_30,0,2,2,0,room,436,3,4,235,30
235_31,2,2,0,0,room,436,3,4,235,31
235_32,0,2,2,0,room,436,3,4,235,32
235_33,1,2,1,0,room,436,3,4,235,33
236_0,2,2,0,0,renovation_room,252,0,4,236,0
236_1,2,2,0,0,renovation_room,252,0,4,236,1
236_2,1,1,1,1,renovation_room,252,0,4,236,2
236_3,2,2,0,0,renovation_room,252,0,4,236,3
236_4,2,2,0,0,renovation_room,252,0,4,236,4
236_5,2,2,0,0,renovation_room,252,0,4,236,5
236_6,1,2,1,0,renovation_room,252,0,4,236,6
236_7,1,2,1,0,renovation_room,252,1,4,236,7
236_8,2,2,0,0,renovation_room,252,1,4,236,8
236_9,0,2,2,0,renovation_room,252,1,4,236,9
236_10,2,2,0,0,renovation_room,252,1,4,236,10
236_11,0,2,2,0,renovation_room,252,1,4,236,11
236_12,0,2,2,0,renovation_room,252,1,4,236,12
236_13,2,2,0,0,renovation_room,252,1,4,236,13
236_14,2,2,0,0,renovation_room,252,1,4,236,14
236_15,2,2,0,0,renovation_room,252,1,4,236,15
236_16,1,2,1,0,renovation_room,252,2,4,236,16
236_17,0,1,2,1,renovation_room,252,2,4,236,17
236_18,0,2,2,0,renovation_room,252,2,4,236,18
236_19,1,2,1,0,renovation_room,252,2,4,236,19
236_20,2,2,0,0,renovation_room,252,2,4,236,20
236_21,2,2,0,0,renovation_room,252,2,4,236,21
236_22,1,2,1,0,renovation_room,252,2,4,236,22
236_23,0,2,2,0,renovation_room,252,2,4,236,23
236_24,0,2,2,0,renovation_room,252,2,4,236,24
236_25,1,2,1,0,renovation_room,252,2,4,236,25
237_0,2,2,0,0,restaurant,252,0,4,237,0
237_1,1,2,1,0,restaurant,252,0,4,237,1
237_2,2,2,0,0,restaurant,252,0,4,237,2
237_3,2,2,0,0,restaurant,252,0,4,237,3
237_4,2,1,0,1,restaurant,252,0,4,237,4
237_5,2,2,0,0,restaurant,252,0,4,237,5
237_6,2,2,0,0,restaurant,252,0,4,237,6
237_7,2,2,0,0,restaurant,252,0,4,237,7
237_8,2,2,0,0,restaurant,252,0,4,237,8
237_9,2,1,0,1,restaurant,252,0,4,237,9
237_10,1,2,1,0,restaurant,252,1,4,237,10
237_11,1,2,1,0,restaurant,252,1,4,237,11
237_12,1,2,1,0,restaurant,252,1,4,237,12
237_13,0,1,2,1,restaurant,252,1,4,237,13
237_14,1,1,1,1,restaurant,252,1,4,237,14
237_15,1,1,1,1,restaurant,252,1,4,237,15
237_16,1,2,1,0,restaurant,252,1,4,237,16
237_17,1,2,1,0,restaurant,252,1,4,237,17
237_18,2,2,0,0,restaurant,252,2,4,237,18
237_19,2,2,0,0,restaurant,252,2,4,237,19
237_20,0,1,2,1,restaurant,252,2,4,237,20
237_21,0,2,2,0,restaurant,252,2,4,237,21
237_22,2,2,0,0,restaurant,252,2,4,237,22
237_23,2,2,0,0,restaurant,252,2,4,237,23
237_24,2,2,0,0,restaurant,252,2,4,237,24
237_25,2,2,0,0,restaurant,252,2,4,237,25
237_27,0,1,2,1,restaurant,252,2,4,237,27
238_0,0,1,1,0,facility,168,0,2,238,0
238_1,1,1,0,0,facility,168,0,2,238,1
238_2,1,1,0,0,facility,168,0,2,238,2
238_3,1,1,0,0,facility,168,0,2,238,3
238_4,1,1,0,0,facility,168,0,2,238,4
238_5,1,1,0,0,facility,168,0,2,238,5
238_6,0,1,1,0,facility,168,0,2,238,6
238_7,1,1,0,0,facility,168,0,2,238,7
238_8,0,0,1,1,facility,168,0,2,238,8
238_9,1,1,0,0,facility,168,0,2,238,9
238_10,1,1,0,0,facility,168,1,2,238,10
238_11,1,0,0,1,facility,168,1,2,238,11
238_12,1,1,0,0,facility,168,1,2,238,12
238_13,1,1,0,0,facility,168,1,2,238,13
238_14,1,0,0,1,facility,168,1,2,238,14
238_15,0,1,1,0,facility,168,2,2,238,15
238_16,1,0,0,1,facility,168,2,2,238,16
238_17,1,1,0,0,facility,168,2,2,238,17
238_18,1,1,0,0,facility,168,2,2,238,18
238_19,1,1,0,0,facility,168,2,2,238,19
238_20,1,0,0,1,facility,168,3,2,238,20
238_21,1,0,0,1,facility,168,3,2,238,21
238_22,0,1,1,0,facility,168,3,2,238,22
238_23,0,1,1,0,facility,168,3,2,238,23
238_24,1,1,0,0,facility,168,3,2,238,24
238_25,0,0,1,1,facility,168,3,2,238,25
238_26,0,0,1,1,facility,168,3,2,238,26
238_27,0,1,1,0,facility,168,3,2,238,27
238_28,1,1,0,0,facility,168,3,2,238,28
238_29,1,1,0,0,facility,168,3,2,238,29
239_0,0,1,2,1,pool,168,0,4,239,0
239_1,2,2,0,0,pool,168,0,4,239,1
239_2,0,2,2,0,pool,168,0,4,239,2
239_3,0,2,2,0,pool,168,0,4,239,3
239_4,1,2,1,0,pool,168,0,4,239,4
239_5,2,2,0,0,pool,168,0,4,239,5
239_6,2,2,0,0,pool,168,0,4,239,6
239_7,2,2,0,0,pool,168,0,4,239,7
239_8,1,2,1,0,pool,168,0,4,239,8
239_9,2,1,0,1,pool,168,0,4,239,9
239_10,2,2,0,0,pool,168,1,4,239,10
239_11,2,2,0,0,pool,168,1,4,239,11
239_12,2,2,0,0,pool,168,1,4,239,12
239_13,1,2,1,0,pool,168,1,4,239,13
239_14,2,2,0,0,pool,168,1,4,239,14
239_15,2,2,0,0,pool,168,1,4,239,15
239_16,2,2,0,0,pool,168,1,4,239,16
239_17,2,2,0,0,pool,168,1,4,239,17
239_18,2,2,0,0,pool,168,1,4,239,18
239_19,2,2,0,0,pool,168,1,4,239,19
240_0,0,0,2,2,pool,459,1,4,240,0
240_1,0,2,2,0,pool,459,1,4,240,1
240_2,0,2,2,0,pool,459,1,4,240,2
240_3,0,2,2,0,pool,459,1,4,240,3
241_0,2,2,0,0,renovation_room,459,0,4,241,0
241_1,2,2,0,0,renovation_room,459,0,4,241,1
241_2,1,2,1,0,renovation_room,459,0,4,241,2
241_3,2,2,0,0,renovation_room,459,0,4,241,3
241_4,2,2,0,0,renovation_room,459,0,4,241,4
241_5,2,2,0,0,renovation_room,459,0,4,241,5
241_6,2,2,0,0,renovation_room,459,0,4,241,6
241_7,0,2,2,0,renovation_room,459,1,4,241,7
241_8,1,2,1,0,renovation_room,459,1,4,241,8
241_9,1,2,1,0,renovation_room,459,1,4,241,9
241_10,1,1,1,1,renovation_room,459,1,4,241,10
241_11,1,2,1,0,renovation_room,459,1,4,241,11
241_12,1,2,1,0,renovation_room,459,1,4,241,12
241_13,1,2,1,0,renovation_room,459,1,4,241,13
241_14,1,2,1,0,renovation_room,459,1,4,241,14
241_15,1,2,1,0,renovation_room,459,1,4,241,15
241_16,1,2,1,0,renovation_room,459,1,4,241,16
242_0,2,2,0,0,facility,370,0,4,242,0
242_1,2,2,0,0,facility,370,0,4,242,1
242_2,2,2,0,0,facility,370,0,4,242,2
242_3,2,1,0,1,facility,370,0,4,242,3
242_4,2,0,0,2,facility,370,0,4,242,4
242_5,2,2,0,0,facility,370,0,4,242,5
242_6,2,2,0,0,facility,370,0,4,242,6
242_7,2,2,0,0,facility,370,0,4,242,7
242_8,2,2,0,0,facility,370,0,4,242,8
242_9,0,1,2,1,facility,370,0,4,242,9
242_10,2,2,0,0,facility,370,1,4,242,10
242_11,2,1,0,1,facility,370,1,4,242,11
242_12,2,1,0,1,facility,370,1,4,242,12
242_13,2,1,0,1,facility,370,1,4,242,13
242_14,2,2,0,0,facility,370,1,4,242,14
242_15,1,2,1,0,facility,370,1,4,242,15
242_16,0,1,2,1,facility,370,1,4,242,16
242_17,2,2,0,0,facility,370,1,4,242,17
242_18,2,2,0,0,facility,370,1,4,242,18
242_19,1,2,1,0,facility,370,2,4,242,19
242_20,1,1,1,1,facility,370,2,4,242,20
242_21,2,1,0,1,facility,370,2,4,242,21
242_22,2,1,0,1,facility,370,2,4,242,22
243_0,2,1,0,1,pool,370,0,4,243,0
243_1,2,1,0,1,pool,370,0,4,243,1
243_2,2,1,0,1,pool,370,0,4,243,2
243_3,0,2,2,0,pool,370,0,4,243,3
243_4,0,1,2,1,pool,370,0,4,243,4
243_5,1,2,1,0,pool,370,0,4,243,5
243_6,2,1,0,1,pool,370,0,4,243,6
243_7,2,1,0,1,pool,370,0,4,243,7
243_8,1,2,1,0,pool,370,0,4,243,8
243_9,2,1,0,1,pool,370,1,4,243,9
243_10,2,2,0,0,pool,370,1,4,243,10
243_11,0,2,2,0,pool,370,1,4,243,11
243_12,2,2,0,0,pool,370,1,4,243,12
243_13,2,2,0,0,pool,370,1,4,243,13
243_14,2,2,0,0,pool,370,1,4,243,14
243_15,2,2,0,0,pool,370,1,4,243,15
243_16,2,2,0,0,pool,370,1,4,243,16
243_17,2,2,0,0,pool,370,1,4,243,17
243_18,2,2,0,0,pool,370,1,4,243,18
244_0,2,2,0,0,reception,395,1,4,244,0
244_1,2,2,0,0,reception,395,1,4,244,1
244_2,2,2,0,0,reception,395,1,4,244,2
244_3,2,1,0,1,reception,395,1,4,244,3
244_4,2,2,0,0,reception,395,1,4,244,4
244_5,2,2,0,0,reception,395,1,4,244,5
244_6,2,2,0,0,reception,395,1,4,244,6
244_7,2,1,0,1,reception,395,2,4,244,7
244_8,1,2,1,0,reception,395,2,4,244,8
244_9,0,0,2,2,reception,395,2,4,244,9
244_10,2,2,0,0,reception,395,2,4,244,10
244_11,1,0,1,2,reception,395,2,4,244,11
244_12,1,2,1,0,reception,395,2,4,244,12
244_13,1,0,1,2,reception,395,2,4,244,13
244_14,1,1,1,1,reception,395,2,4,244,14
244_15,1,2,1,0,reception,395,2,4,244,15
244_16,1,1,1,1,reception,395,2,4,244,16
245_0,2,2,0,0,pool,395,0,4,245,0
245_1,2,2,0,0,pool,395,0,4,245,1
245_2,2,2,0,0,pool,395,0,4,245,2
245_3,2,2,0,0,pool,395,0,4,245,3
245_4,2,2,0,0,pool,395,0,4,245,4
245_5,0,2,2,0,pool,395,0,4,245,5
245_6,2,2,0,0,pool,395,0,4,245,6
245_7,0,1,2,1,pool,395,0,4,245,7
245_8,0,2,2,0,pool,395,0,4,245,8
245_9,0,1,2,1,pool,395,0,4,245,9
245_10,1,1,1,1,pool,395,1,4,245,10
245_11,2,2,0,0,pool,395,1,4,245,11
245_12,2,2,0,0,pool,395,1,4,245,12
245_13,1,2,1,0,pool,395,1,4,245,13
245_14,2,2,0,0,pool,395,1,4,245,14
245_15,2,2,0,0,pool,395,1,4,245,15
245_16,2,2,0,0,pool,395,1,4,245,16
245_17,2,2,0,0,pool,395,1,4,245,17
245_18,2,2,0,0,pool,395,1,4,245,18
245_19,2,2,0,0,pool,395,1,4,245,19
246_0,1,2,1,0,renovation_room,294,0,4,246,0
246_1,1,2,1,0,renovation_room,294,0,4,246,1
246_2,1,2,1,0,renovation_room,294,0,4,246,2
246_3,2,2,0,0,renovation_room,294,0,4,246,3
246_4,1,2,1,0,renovation_room,294,0,4,246,4
246_5,1,2,1,0,renovation_room,294,0,4,246,5
246_6,1,2,1,0,renovation_room,294,0,4,246,6
246_7,1,2,1,0,renovation_room,294,0,4,246,7
246_8,1,2,1,0,renovation_room,294,0,4,246,8
246_9,1,2,1,0,renovation_room,294,0,4,246,9
246_10,2,2,0,0,renovation_room,294,1,4,246,10
246_11,2,2,0,0,renovation_room,294,1,4,246,11
246_12,2,2,0,0,renovation_room,294,1,4,246,12
246_13,2,2,0,0,renovation_room,294,1,4,246,13
246_14,2,2,0,0,renovation_room,294,1,4,246,14
246_15,2,2,0,0,renovation_room,294,1,4,246,15
246_16,2,2,0,0,renovation_room,294,1,4,246,16
246_17,2,2,0,0,renovation_room,294,1,4,246,17
246_18,2,2,0,0,renovation_room,294,1,4,246,18
246_19,2,2,0,0,renovation_room,294,1,4,246,19
247_0,2,2,0,0,restaurant,294,0,4,247,0
247_1,2,2,0,0,restaurant,294,0,4,247,1
247_2,1,2,1,0,restaurant,294,0,4,247,2
247_3,2,2,0,0,restaurant,294,0,4,247,3
247_4,2,2,0,0,restaurant,294,0,4,247,4
247_5,2,2,0,0,restaurant,294,0,4,247,5
247_6,2,2,0,0,restaurant,294,0,4,247,6
247_7,2,2,0,0,restaurant,294,0,4,247,7
247_8,2,2,0,0,restaurant,294,0,4,247,8
247_9,2,2,0,0,restaurant,294,0,4,247,9
247_10,1,2,1,0,restaurant,294,1,4,247,10
247_11,1,1,1,1,restaurant,294,1,4,247,11
247_12,1,2,1,0,restaurant,294,1,4,247,12
247_13,2,2,0,0,restaurant,294,1,4,247,13
247_14,1,1,1,1,restaurant,294,1,4,247,14
247_15,1,1,1,1,restaurant,294,1,4,247,15
247_17,1,2,1,0,restaurant,294,1,4,247,17
247_18,1,2,1,0,restaurant,294,2,4,247,18
247_19,2,1,0,1,restaurant,294,2,4,247,19
247_20,2,2,0,0,restaurant,294,2,4,247,20
247_21,2,2,0,0,restaurant,294,2,4,247,21
247_22,2,2,0,0,restaurant,294,2,4,247,22
247_23,2,2,0,0,restaurant,294,3,4,247,23
247_24,2,2,0,0,restaurant,294,3,4,247,24
247_25,2,2,0,0,restaurant,294,3,4,247,25
247_26,2,2,0,0,restaurant,294,3,4,247,26
247_27,2,1,0,1,restaurant,294,3,4,247,27
247_28,2,2,0,0,restaurant,294,3,4,247,28
247_29,1,2,1,0,restaurant,294,3,4,247,29
247_30,2,2,0,0,restaurant,294,3,4,247,30
247_31,2,2,0,0,restaurant,294,3,4,247,31
247_32,2,2,0,0,restaurant,294,3,4,247,32
248_0,1,1,1,1,reception,29,0,4,248,0
248_1,2,2,0,0,reception,29,0,4,248,1
248_2,2,2,0,0,reception,29,0,4,248,2
248_3,2,2,0,0,reception,29,0,4,248,3
248_4,2,2,0,0,reception,29,0,4,248,4
248_5,2,2,0,0,reception,29,0,4,248,5
248_6,2,2,0,0,reception,29,0,4,248,6
248_7,2,2,0,0,reception,29,0,4,248,7
248_8,2,2,0,0,reception,29,0,4,248,8
248_9,2,2,0,0,reception,29,0,4,248,9
248_10,1,2,1,0,reception,29,1,4,248,10
248_11,1,2,1,0,reception,29,1,4,248,11
248_12,2,1,0,1,reception,29,1,4,248,12
248_13,1,1,1,1,reception,29,1,4,248,13
248_14,2,2,0,0,reception,29,1,4,248,14
248_15,2,1,0,1,reception,29,1,4,248,15
248_16,1,0,1,2,reception,29,2,4,248,16
248_17,1,1,1,1,reception,29,2,4,248,17
248_18,1,1,1,1,reception,29,2,4,248,18
248_19,1,1,1,1,reception,29,2,4,248,19
248_20,2,1,0,1,reception,29,2,4,248,20
248_21,1,0,1,2,reception,29,2,4,248,21
248_22,1,1,1,1,reception,29,2,4,248,22
248_23,1,2,1,0,reception,29,2,4,248,23
248_24,1,2,1,0,reception,29,2,4,248,24
248_25,1,1,1,1,reception,29,2,4,248,25
249_0,2,2,0,0,restaurant,29,0,4,249,0
249_1,0,2,2,0,restaurant,29,0,4,249,1
249_3,2,2,0,0,restaurant,29,0,4,249,3
249_4,2,1,0,1,restaurant,29,0,4,249,4
249_5,2,2,0,0,restaurant,29,0,4,249,5
249_6,2,2,0,0,restaurant,29,0,4,249,6
249_7,1,2,1,0,restaurant,29,0,4,249,7
249_8,0,2,2,0,restaurant,29,0,4,249,8
249_9,1,2,1,0,restaurant,29,0,4,249,9
249_10,2,2,0,0,restaurant,29,1,4,249,10
249_11,2,2,0,0,restaurant,29,1,4,249,11
249_12,1,0,1,2,restaurant,29,1,4,249,12
249_13,0,2,2,0,restaurant,29,1,4,249,13
249_14,1,1,1,1,restaurant,29,1,4,249,14
249_15,2,2,0,0,restaurant,29,1,4,249,15
249_16,1,1,1,1,restaurant,29,1,4,249,16
249_17,0,2,2,0,restaurant,29,1,4,249,17
249_18,0,1,2,1,restaurant,29,1,4,249,18
249_19,0,1,2,1,restaurant,29,1,4,249,19
249_20,1,1,1,1,restaurant,29,2,4,249,20
249_21,1,1,1,1,restaurant,29,2,4,249,21
249_22,1,1,1,1,restaurant,29,2,4,249,22
249_23,2,2,0,0,restaurant,29,2,4,249,23
249_24,1,1,1,1,restaurant,29,2,4,249,24
249_25,2,2,0,0,restaurant,29,2,4,249,25
249_26,2,2,0,0,restaurant,29,2,4,249,26
249_27,1,2,1,0,restaurant,29,2,4,249,27
249_28,2,2,0,0,restaurant,29,2,4,249,28
249_29,2,2,0,0,restaurant,29,2,4,249,29
250_0,2,1,0,1,facility,147,0,4,250,0
250_1,2,2,0,0,facility,147,0,4,250,1
250_2,2,1,0,1,facility,147,0,4,250,2
250_3,2,1,0,1,facility,147,0,4,250,3
250_4,2,1,0,1,facility,147,0,4,250,4
250_5,2,2,0,0,facility,147,0,4,250,5
250_6,2,2,0,0,facility,147,0,4,250,6
250_7,2,2,0,0,facility,147,0,4,250,7
250_8,0,1,2,1,facility,147,0,4,250,8
250_10,1,2,1,0,facility,147,1,4,250,10
250_11,2,2,0,0,facility,147,1,4,250,11
250_12,2,2,0,0,facility,147,1,4,250,12
250_13,2,2,0,0,facility,147,1,4,250,13
250_14,1,2,1,0,facility,147,1,4,250,14
250_15,2,2,0,0,facility,147,1,4,250,15
250_16,2,2,0,0,facility,147,1,4,250,16
250_17,1,2,1,0,facility,147,1,4,250,17
250_18,2,2,0,0,facility,147,1,4,250,18
250_19,2,2,0,0,facility,147,1,4,250,19
251_0,1,1,0,0,reception,147,0,2,251,0
251_1,1,0,0,1,reception,147,0,2,251,1
251_2,1,1,0,0,reception,147,0,2,251,2
251_3,1,1,0,0,reception,147,0,2,251,3
251_5,0,1,1,0,reception,147,0,2,251,5
251_6,0,1,1,0,reception,147,0,2,251,6
251_7,1,1,0,0,reception,147,0,2,251,7
251_8,1,1,0,0,reception,147,0,2,251,8
251_9,1,1,0,0,reception,147,0,2,251,9
251_10,1,1,0,0,reception,147,1,2,251,10
251_11,1,1,0,0,reception,147,1,2,251,11
